"rep_num","Arc","Egr2","Nr4a1","center_x","center_y"
1,0,0,1,6007.66323165705,1278.5251442704
1,1,0,0,8295.25235849057,1299.33066037736
1,2,1,3,2056.16959459459,1286.36779279279
1,1,0,1,3999.85695006748,1286.18454790823
1,8,0,1,7927.94278145695,1287.18013245033
1,25,8,2,3071.50551150648,1294.75497969445
1,32,4,17,7392.30549923974,1289.16877850988
1,35,3,9,5514.66632771644,1295.13930854155
1,2,2,0,6612.56524260584,1295.83317224048
1,1,0,0,6871.89714799012,1308.30810689423
1,2,1,7,2146.375177104,1301.21592519127
1,4,0,0,3954.15655519384,1304.85261911808
1,0,0,0,5181.09700996678,1303.5780730897
1,5,0,0,5349.68328445748,1302.25084592827
1,3,0,1,2703.05807063285,1307.15690922019
1,22,1,1,2765.56390838567,1305.96638345031
1,8,7,4,1242.9390576324,1309.59949376947
1,3,5,7,1813.28527711663,1306.35872152329
1,23,5,6,5061.90053571429,1309.13839285714
1,1,3,13,1023.39089800894,1320.02478667208
1,6,10,4,8399.78591492777,1320.50100321027
1,0,3,5,4513.8656,1321.53511111111
1,3,1,0,4966.3640407785,1321.95180722892
1,7,0,0,7500.02775208141,1328.14505087882
1,0,0,0,5114.02244788883,1331.42437199359
1,4,4,9,1525.51958105647,1327.28346994536
1,0,1,2,8538.0641025641,1325.31313131313
1,3,0,0,6197.12730923695,1344.46887550201
1,1,0,1,8193.19888771186,1342.92319915254
1,1,0,1,6950.13628441966,1348.61885674451
1,13,3,3,3154.89060726447,1358.88138479001
1,3,0,2,6806.20775347913,1359.12475149105
1,2,2,3,4868.26022648486,1362.13057545644
1,2,0,0,3475.62998901501,1366.88154522153
1,1,2,0,2162.98469284995,1372.38227593152
1,12,5,9,7705.70459959685,1376.53509254169
1,3,3,1,8555.55820399113,1380.37490761271
1,0,0,0,4631.77284701115,1383.11104356636
1,7,0,2,5471.98998702021,1383.11681809753
1,5,0,1,7443.47564015409,1383.42510763653
1,5,0,0,8270.05282414818,1379.42670935285
1,10,1,3,7253.4121187801,1386.39526484751
1,0,0,2,8218.50350631136,1391.73176718093
1,6,1,7,4952.61756704236,1386.76603186941
1,5,0,1,4325.88445854101,1389.5980969642
1,9,2,0,5140.51541604755,1391.1970653789
1,3,0,0,2473.3585243553,1393.24104584527
1,4,1,0,2020.58040665434,1398.62292051756
1,0,0,1,6119.2473204716,1399.55332261522
1,0,0,1,8044.99494277349,1397.11285600213
1,2,0,0,1432.31642553192,1385.35472340426
1,0,1,2,6958.53029356652,1411.52873204247
1,3,0,3,8161.71712216772,1408.97103480495
1,3,0,2,6581.40659122494,1403.83502084574
1,0,0,0,6041.0027027027,1413.25552825553
1,1,0,0,3693.33020809513,1415.45117768123
1,0,3,6,1013.10449370881,1431.47849011384
1,7,2,0,6416.61692084241,1422.39179375454
1,1,0,0,5357.13111986494,1432.85443631589
1,0,0,2,1200.51755041075,1436.5856982823
1,2,0,0,3178.85695876289,1427.60180412371
1,1,1,0,5227.80250783699,1437.00801114594
1,0,0,0,5928.56621787026,1438.64088127295
1,1,4,4,5483.38780487805,1444.40731707317
1,15,4,4,4162.79691032404,1444.5565184627
1,6,0,0,4847.09674861221,1450.69944488501
1,3,1,2,8102.19112754159,1447.87566235367
1,3,0,1,2804.86185610898,1452.35376756066
1,4,1,1,7708.93742941044,1455.78540772532
1,0,1,2,5686.36641852771,1458.88833746898
1,5,2,1,4060.29297179367,1451.25557113916
1,2,1,0,6531.75896805897,1456.54717444717
1,0,0,0,8369.06333333333,1461.40851851852
1,2,1,0,3909.78838174274,1457.6674570243
1,4,0,7,6597.59141341052,1466.55354558611
1,1,0,5,8165.05317053958,1477.33871602993
1,1,2,0,2385.15636363636,1468.6928342246
1,1,0,1,3227.63171690695,1471.43418835424
1,5,3,1,4499.09321533923,1466.47020648968
1,15,1,10,5086.50768393853,1480.4326125391
1,6,0,0,5869.18984547461,1476.0217071376
1,2,0,0,3963.95680602338,1488.20368535764
1,2,0,1,3417.96746966766,1475.15561807631
1,3,2,0,1699.96389713155,1482.34767556874
1,0,0,0,1138.3400921659,1484.90253456221
1,1,0,2,2247.36310853059,1484.79008485931
1,2,0,0,2208.87366071429,1491.03125
1,4,0,12,8445.20650014193,1497.44961680386
1,0,1,16,7893.16394761029,1500.36351102941
1,2,0,0,6495.73104979385,1505.2927370758
1,12,1,0,3042.94483786806,1501.02590383899
1,0,0,0,1965.72072960315,1510.17155533646
1,3,0,0,2285.61767378464,1516.41231258519
1,0,1,0,6277.23957388939,1513.73254759746
1,0,0,0,2755.33737918633,1516.4394245898
1,0,0,1,1415.99811754863,1524.78958376909
1,14,5,18,8778.86394984326,1517.01525600836
1,1,0,0,2841.71937639198,1514.40852688514
1,2,0,0,2075.7838066261,1522.03414469236
1,14,9,3,4499.39110824742,1531.41859965636
1,4,0,9,8038.96887526527,1515.0980900731
1,4,4,1,2679.03949307398,1528.84674329502
1,2,0,2,6405.47813061714,1533.59946075494
1,4,1,5,5811.69464227019,1536.45140791059
1,1,0,0,4077.23744063984,1531.83579105224
1,3,1,0,4129.64504820333,1535.93032427695
1,0,0,0,4663.60858305586,1537.03884572697
1,1,1,2,6724.3130952381,1523.41339285714
1,6,0,0,9103.73513182097,1532.0846106683
1,1,1,0,1556.55085393831,1542.50751975529
1,8,0,0,1776.29025923017,1542.23468185389
1,1,0,0,1672.86812570146,1533.19051627385
1,2,0,0,2827.38720703125,1555.69677734375
1,1,0,2,8087.55024711697,1546.56425041186
1,3,0,0,8013.69316800389,1565.62800875274
1,1,0,1,1145.90329963761,1552.0694259012
1,8,5,6,5486.73261571582,1553.45683530678
1,2,0,1,4436.16639591553,1554.18960315618
1,3,0,0,8872.97645211931,1556.47701278314
1,1,0,0,3240.59757236228,1559.61307189542
1,6,18,5,4911.0711565097,1559.13244459834
1,1,0,1,7686.05880940951,1561.16970715314
1,3,1,0,3898.57429620563,1556.58066095471
1,6,0,0,6728.37024472983,1575.51999030773
1,0,0,0,1631.08446866485,1573.71911898274
1,13,1,1,2019.88015493279,1566.49851902483
1,2,0,1,7780.41519434629,1566.0167844523
1,0,0,0,5624.86722947045,1559.48848810437
1,1,0,0,5278.19238613188,1566.10061182869
1,1,0,5,5062.62867588619,1575.48768081386
1,8,0,0,1243.04708271787,1577.7123338257
1,2,0,0,8158.44956505645,1572.35165648714
1,1,0,0,8486.70605995256,1578.07914599957
1,3,1,2,4838.67615033368,1581.00439058658
1,0,1,2,3432.1450019755,1583.6258395891
1,3,0,1,8094.03390894819,1597.6863422292
1,9,1,8,6952.82292397661,1589.45052631579
1,1,0,7,9005.57435233161,1589.70699481865
1,8,0,2,5559.34952947955,1591.19915498368
1,1,0,1,2519.17826479892,1598.42905558066
1,14,0,8,3672.53045868905,1601.68267978585
1,0,1,0,4703.91925655088,1599.22516758074
1,47,15,11,6539.64110266832,1601.44036048772
1,4,0,2,4509.49389002037,1607.14684317719
1,4,0,3,9064.37285049565,1609.42383168117
1,1,0,0,1769.95021511985,1611.16933005532
1,0,0,0,1135.84240924092,1600.52255225523
1,15,1,1,8807.02310061602,1631.66872005476
1,1,0,0,6260.09689585146,1618.57354221062
1,9,0,0,1868.05214389535,1611.01126453488
1,0,1,2,2449.39119878604,1617.93323216995
1,6,0,1,5322.31948584203,1624.03930700447
1,4,0,2,7001.15611164581,1631.99191530318
1,3,0,7,3100.05836753306,1638.70884632923
1,0,1,4,7392.62681802057,1630.00461156438
1,6,15,6,2976.14139725009,1636.19992567819
1,1,2,10,4968.57993953406,1632.95242752979
1,2,0,5,9002.78788556102,1651.49597675458
1,2,0,0,1116.65812672176,1647.3914600551
1,0,0,0,2020.47819444444,1650.69319444444
1,1,0,0,4083.93924392439,1649.37893789379
1,4,0,0,6837.42562929062,1642.65013984236
1,3,0,1,2808.50527289547,1641.19592969473
1,1,0,0,6143.14317590182,1649.77184827073
1,2,0,0,2646.29443359375,1649.58154296875
1,6,0,3,9291.26647144949,1654.95339189849
1,11,0,0,5516.05650573717,1650.24096124702
1,21,4,28,8907.78223821246,1654.50293505018
1,8,0,4,4218.1321326376,1648.75711159737
1,3,3,0,1868.03345724907,1669.03244339304
1,0,0,0,4333.15522572665,1663.24613481756
1,4,0,0,1262.83378632657,1666.58080702488
1,5,0,0,2236.35619940349,1658.98352506746
1,2,0,1,5237.7532434495,1667.35639786314
1,2,0,1,5707.8599537037,1669.98746141975
1,7,6,5,7828.98285376429,1673.45644461963
1,1,2,1,933.540859496771,1667.37452683144
1,34,10,32,8304.88886667999,1670.54807115731
1,4,0,2,5305.00714103545,1683.43356286662
1,0,0,0,2883.32479627474,1687.08789289872
1,3,0,0,1167.44529100529,1685.64380952381
1,0,0,1,4432.50316139767,1685.51813643927
1,1,0,4,7399.2329331661,1688.89948037986
1,4,0,1,6858.69179954442,1693.18359908884
1,0,0,0,5413.47640358015,1686.73108218063
1,1,0,5,6641.5811411001,1688.46019815511
1,3,0,0,8597.51761583012,1674.62186293436
1,1,0,1,6121.15781973637,1709.57712860705
1,2,0,1,2788.57236669293,1710.06015235093
1,10,3,5,3423.61966192171,1713.72620106762
1,1,0,1,8635.26521280338,1718.30320084418
1,1,3,13,6735.16365280289,1714.65672091621
1,3,0,5,3189.22311773108,1718.62987145481
1,1,3,0,4577.49088277858,1722.91548480463
1,0,1,0,4935.95204760238,1718.2401120056
1,2,7,14,6438.2772845953,1721.0001740644
1,0,0,1,5603.70953819594,1727.94712990937
1,5,3,8,6516.98033472803,1730.37405857741
1,3,0,1,3702.43991416309,1735.26026977315
1,0,0,0,4751.96374110471,1735.53168417486
1,3,4,3,3890.85793212313,1737.33129439621
1,0,1,6,8538.702368281,1722.97778073443
1,3,2,1,1623.30550737207,1744.03664353859
1,15,4,14,8156.76091624911,1734.91052254832
1,13,3,17,8907.16590531561,1746.71823089701
1,3,4,0,4830.57395186335,1746.52872670807
1,2,0,3,1680.25017182131,1753.73642611684
1,9,2,3,8206.4576682158,1755.85976965043
1,3,0,6,9034.24186704385,1746.47089544119
1,10,0,0,2838.11991869919,1752.43953252033
1,1,1,0,2479.37316522394,1762.92284531426
1,1,0,1,3386.67442827443,1762.74303534304
1,2,0,8,2074.83114481228,1761.55465137784
1,0,0,0,3495.25047655356,1760.87113991613
1,0,0,1,5767.44328300426,1765.01858304297
1,32,21,14,6704.01267797933,1770.28340159938
1,0,1,2,911.391415941822,1773.78725224583
1,1,1,1,1972.09496037087,1771.06535068042
1,0,2,0,6383.48601941748,1775.20582524272
1,0,0,0,8817.29685881947,1769.49982740766
1,4,1,5,7026.84333333333,1771.76777777778
1,2,0,0,1541.42630217953,1769.53583302549
1,3,0,3,2893.98566814695,1773.82034719419
1,0,3,1,1453.28773307164,1780.05260058881
1,0,0,1,976.386190601208,1781.6124967183
1,3,0,4,4482.65567282322,1777.45646437995
1,0,3,7,8569.61851348289,1791.59483344663
1,2,2,0,7744.97003273735,1779.21606648199
1,8,6,2,2555.76716974733,1789.08970663049
1,14,0,2,2787.90868359292,1783.64476210796
1,10,6,0,4782.52168650393,1795.64232398628
1,1,0,0,4083.07637189794,1787.05400209717
1,3,1,2,7106.44620774938,1789.60366859027
1,10,0,0,3335.17995490879,1789.79544988727
1,0,1,0,4286.35868430212,1791.15297598329
1,8,0,0,6937.90640575965,1784.51227616762
1,0,0,1,2690.42130633888,1798.4017835623
