"rep_num","Arc","Egr2","Nr4a1","center_x","center_y"
1,17,6,7,4522.0083497053,23.632858546169
1,21,22,24,4620.67218465843,29.467708090464
1,7,0,1,4439.24458774758,32.6395670198065
1,5,1,1,4420.52255001695,78.5350966429298
1,35,24,16,4597.46814018319,86.3293508562326
1,0,2,14,5313.91012472487,82.5641966250917
1,21,5,13,5419.97491871807,100.116349280074
1,3,0,0,4023.0973424903,129.924455061212
1,19,9,14,6000.3289866884,134.173050801413
1,5,1,3,4273.68867737458,137.121356335515
1,53,41,35,4705.86280714818,136.787230081906
1,5,1,5,6145.7778125,139.69875
1,33,7,26,5879.44380784487,142.749008373733
1,14,8,11,5601.1755441008,149.525773195876
1,14,7,8,5501.87145903137,156.44075540664
1,3,3,1,4910.28958650256,177.832941501867
1,6,1,0,3937.4137460173,177.620846609012
1,40,15,26,6199.36036323084,190.786044288673
1,0,0,0,7115.73410404624,198.836048344719
1,13,0,9,5971.8323374341,203.828822495606
1,4,2,2,5216.70605977516,210.247874965725
1,7,2,10,4403.46358543417,211.555742296919
1,0,0,0,7424.04248595506,209.981039325843
1,39,21,13,4160.42837653479,211.1754044046
1,3,3,0,5009.02495321273,213.785714285714
1,34,22,32,6444.92215336948,216.810030983734
1,15,2,8,4342.86511777993,238.15553404324
1,0,0,0,5051.22734499205,254.039745627981
1,24,13,28,6097.63672696676,247.137989061843
1,21,12,29,6520.74869866975,241.040775014459
1,24,12,22,6479.69119830329,278.078897136797
1,10,3,4,5322.42046855734,269.451294697904
1,6,1,3,3539.37334460411,266.700479008171
1,9,2,9,6011.704743083,276.843873517787
1,20,1,6,5537.38322884013,289.454937304075
1,1,0,0,3478.33923705722,287.450499545867
1,25,9,9,6578.75576036866,278.898361495136
1,28,40,23,4857.70770593446,289.984942426926
1,7,2,19,5896.76443506618,299.173988106656
1,32,10,17,6826.53354956416,296.367727549159
1,7,5,0,6392.0174184904,297.989280928986
1,41,47,50,3636.29632792485,297.966695132365
1,17,14,16,4090.81689844079,294.566371681416
1,0,0,1,7297.92146096921,302.135115779422
1,0,0,0,6998.04519950125,310.223815461347
1,1,2,1,3436.89702276708,309.340105078809
1,30,11,12,5163.70802650957,321.500920471281
1,3,3,9,3401.81626754748,322.819983484723
1,19,2,4,6625.27511568891,327.180176145693
1,35,21,30,6161.57969034608,330.209927140255
1,32,9,14,5760.47978238494,333.362593736215
1,37,14,22,4048.08195576251,339.05681024447
1,0,0,0,7762.43424116635,322.282676926192
1,23,2,17,4305.71610169491,330.493946731235
1,26,16,22,6336.80917647059,335.132470588235
1,19,23,20,3782.12627797734,337.585520862117
1,6,10,20,5632.68714881276,339.186333152075
1,3,4,6,3291.46909700398,352.997695369788
1,44,14,16,4875.26325378029,353.769356895609
1,10,3,3,4733.75861408882,367.773928024502
1,14,7,10,6466.09663577068,358.990387916238
1,42,7,20,3676.96400384986,367.492011549567
1,9,5,4,4417.17707633759,369.248265054847
1,7,1,1,6547.52234971742,383.407604041788
1,3,1,2,3538.03555555556,385.347602339181
1,0,0,0,7133.89360228552,406.98528265951
1,14,2,9,6863.3556547619,411.602083333333
1,34,23,35,3156.19878125657,401.526160958185
1,8,1,2,4221.6537486418,412.898768562115
1,4,3,1,6172.11879194631,422.613422818792
1,3,7,9,3501.49758454106,425.301273605621
1,32,18,29,3204.59463123644,424.618763557484
1,57,35,40,5284.95198056801,423.510089686099
1,0,0,0,7066.75925058548,423.243091334895
1,2,4,7,5629.07335025381,431.945685279188
1,7,1,0,4420.64669237615,439.076831800653
1,0,0,2,4977.78967706321,437.984267181893
1,31,19,36,5161.00909458367,441.909458367017
1,11,26,23,4148.39256352765,450.76158445441
1,18,23,30,5463.96504468719,450.292154915591
1,8,7,26,5208.24191774797,476.615350780735
1,3,1,1,3566.22292149718,461.191454123882
1,6,22,37,4826.77990770323,460.200390486333
1,10,0,5,5931.84588620548,458.562423250102
1,0,0,0,6991.88705026092,455.767028288932
1,7,4,1,3095.6319869441,459.734394124847
1,36,15,22,6480.71447319085,472.400262467192
1,16,2,1,3058.54567988669,474.003541076487
1,25,24,38,5264.49085684431,478.529780564263
1,21,9,20,4744.79531931773,473.591035303451
1,47,45,43,3159.54965930209,483.73301672517
1,1,2,5,5653.83193638513,487.094562647754
1,2,22,38,6413.87108090331,481.834246875685
1,70,49,52,4672.15328467153,483.51787385364
1,5,2,3,5035.00065502183,490.509388646288
1,7,1,0,3927.79399819495,492.577842960289
1,8,9,4,4535.3848427842,500.64848159097
1,6,3,5,4054.68535564854,493.9589958159
1,54,59,95,5391.49347943514,502.175939501505
1,3,0,2,5789.72177302917,520.08446433728
1,7,1,9,4441.58644565674,520.193453629878
1,5,2,0,6165.96995441359,535.483423124741
1,10,6,8,6437.44227422162,541.729646103268
1,36,20,21,3650.02542795413,532.522187136447
1,29,21,20,6042.70773524721,535.527711323764
1,23,4,11,3778.84452366805,533.492770845712
1,11,0,9,6361.70034515218,540.054910574208
1,30,6,26,6702.42196657261,535.748209246798
1,1,5,8,4086.52113180516,539.364613180516
1,0,11,30,2683.9877188716,555.629255836576
1,12,3,14,5579.66297983084,549.792019084797
1,41,2,32,6555.91435768262,563.661838790932
1,1,1,6,2981.82038391225,555.642824497258
1,3,1,1,5058.02015467542,561.286618232951
1,43,40,48,4228.03557394002,558.310651499483
1,6,4,4,2923.88049382716,565.210617283951
1,0,0,1,8305.94672878266,561.125582337452
1,5,3,16,2751.45629453682,565.34893111639
1,32,30,15,4037.58412457273,575.66502088872
1,10,1,7,6767.51518438178,577.579718004338
1,24,19,18,4177.23912425363,576.512368495877
1,46,40,43,4890.67618090452,576.099296482412
1,9,9,10,4704.27195467422,582.474787535411
1,11,6,4,3124.93941153697,592.411730545877
1,36,11,9,3426.15874753668,594.424348587694
1,18,9,3,5393.80123231401,602.879050661798
1,11,0,9,6071.09281164695,606.57567485593
1,4,34,39,3262.90229215229,613.093822843823
1,61,22,33,4609.09467849224,611.435476718403
1,0,0,1,8155.59983935743,619.922248995984
1,8,7,4,6278.21228697665,622.189564485588
1,41,23,40,6211.25338048679,625.193259829415
1,21,7,9,2871.95726862787,627.696156323814
1,6,1,3,4945.95687331536,630.793282189509
1,2,6,10,8316.04807266283,632.164377492246
1,1,2,1,2443.86592830079,614.253570387642
1,10,9,12,3408.38371624345,648.429262394196
1,8,6,2,6423.82670783481,646.376495561559
1,45,28,15,3504.07154123479,651.985015772871
1,0,0,2,7829.14051652319,646.351638433768
1,4,10,18,2500.91417764445,640.061040824312
1,36,10,14,5617.39224041265,655.046647230321
1,2,0,0,3139.6284174047,656.47015787447
1,0,0,1,7293.62642871466,659.83065971526
1,2,6,6,2374.10215264188,664.114807566862
1,11,4,6,2916.55460385439,667.646413276231
1,38,7,21,5019.76284941389,663.543552750225
1,32,6,16,3849.10373626374,668.247472527472
1,4,15,26,6085.97169994185,676.583834076371
1,38,11,4,4547.19930001944,674.737118413377
1,0,1,0,5738.74153107495,677.674046412377
1,14,2,1,3994.90113394756,684.772324592488
1,8,3,3,3049.14580725907,681.287442636629
1,13,5,12,8429.96358885017,687.555052264808
1,0,0,0,7330.34302784354,721.786720775561
1,4,4,4,2405.84074074074,712.394444444444
1,20,16,19,2454.72932761087,705.929613733906
1,8,13,12,4787.25930232558,704.843604651163
1,9,8,12,5335.31606114751,711.472900536033
1,9,15,19,3583.19738118332,691.385305528613
1,22,11,15,8280.72302881394,702.402054947509
1,1,3,3,2286.09605007555,709.761061946903
1,3,1,2,6736.20484848485,706.329393939394
1,24,11,22,5994.49441687345,718.02688172043
1,8,34,63,3345.85594795539,718.487221189591
1,15,13,5,5219.22206385405,722.353192702394
1,0,0,1,7077.66491748422,739.148908662256
1,14,13,15,3553.52958152958,739.49543049543
1,4,12,14,2216.99575628978,738.498029705971
1,6,2,2,2510.78206258264,736.987219039224
1,0,4,10,8672.90748528175,736.67157275021
1,8,2,2,8309.32888243832,746.904789550073
1,9,4,5,4976.89077936334,737.782290523235
1,6,0,0,3484.964273081,749.788822072869
1,9,3,5,3030.37740327558,746.464989318775
1,11,0,2,5878.47173144876,751.056890459364
1,1,0,0,7483.70163083766,754.093773165308
1,18,5,12,4705.62774829416,758.862522112712
1,58,56,32,5147.54318723638,758.301118650284
1,8,0,0,5683.56768408346,759.798241076048
1,0,0,0,7763.33311539719,754.908793723439
1,0,0,0,7626.21966810874,752.968812552463
1,22,15,13,6073.45792984721,759.494727781364
1,31,6,20,3858.76149881047,764.850118953212
1,11,1,5,6128.89010989011,772.540735126942
1,13,3,24,5954.99840340607,771.654603512507
1,8,0,1,6722.35664335664,779.653846153846
1,25,18,16,4425.57212554887,770.120507399577
1,36,41,24,3338.55456993505,781.293046095359
1,14,4,2,5057.31915306915,769.358391608392
1,4,4,11,3623.18496453901,780.431489361702
1,39,12,16,6343.82184312346,779.899753781217
